phi,psi,number
-65.085,32.915,0.001
-65.219,32,0.001
-65.336,31.336,0.001
-65.481,30.519,0.001
-65.572,30,0.001
-65.627,29.627,0.001
-65.906,28.094,0.001
-65.921,28,0.001
-65.939,27.939,0.001
-66,27.746,0.001
-66.323,26.323,0.001
-66.397,26,0.001
-66.472,25.528,0.001
-66.601,24.601,0.001
-66.701,24,0.001
-66.775,23.225,0.001
-66.814,22.814,0.001
-66.892,22,0.001
-66.871,21.129,0.001
-66.871,20.871,0.001
-66.851,20,0.001
-66.734,19.266,0.001
-66.685,18.685,0.001
-66.589,18,0.001
-66.453,17.547,0.001
-66.21,16.21,0.001
-66.158,16,0.001
-66.113,15.887,0.001
-66,15.475,0.001
-65.55,14.45,0.001
-65.368,14,0.001
-64.821,13.179,0.001
-64.582,12.582,0.001
-64.301,12,0.001
-64.166,11.834,0.001
-64,11.418,0.001
-63.409,10.591,0.001
-62.987,10,0.001
-62.436,9.564,0.001
-62,8.848,0.001
-61.603,8.397,0.001
-61.306,8,0.001
-60.558,7.442,0.001
-60,6.564,0.001
-59.738,6.262,0.001
-59.549,6,0.001
-58.685,5.315,0.001
-58,4.156,0.001
-57.926,4.074,0.001
-57.883,4,0.001
-56.844,3.156,0.001
-56.408,2.408,0.001
-56.132,2,0.001
-56.054,1.946,0.001
-56,1.836,0.001
-55.035,0.965,0.001
-54.432,0,0.001
-54.204,-0.204,0.001
-54,-0.864,0.001
-53.526,-1.526,0.001
-53.318,-2,0.001
-52.672,-2.672,0.001
-52.253,-3.747,0.001
-52.12,-4,0.001
-52.062,-4.062,0.001
-52,-4.273,0.001
-51.232,-5.232,0.001
-50.872,-6,0.001
-50.462,-6.462,0.001
-50,-7.858,0.001
-49.935,-7.935,0.001
-49.912,-8,0.001
-49.615,-8.385,0.001
-49.065,-9.065,0.001
-48.552,-10,0.001
-48.258,-10.258,0.001
-48,-11.197,0.001
-47.646,-11.646,0.001
-47.479,-12,0.001
-46.688,-12.688,0.001
-46.214,-13.786,0.001
-46.091,-14,0.001
-46.042,-14.042,0.001
-46,-14.164,0.001
-45.053,-15.053,0.001
-44.432,-16,0.001
-44.191,-16.191,0.001
-44,-16.797,0.001
-43.399,-17.399,0.001
-42.958,-18,0.001
-42.399,-18.399,0.001
-42,-19.368,0.001
-41.729,-19.729,0.001
-41.598,-20,0.001
-40.917,-20.917,0.001
-40.813,-21.187,0.001
-40.415,-22,0.001
-40.236,-22.236,0.001
-40,-23.152,0.001
-39.678,-23.678,0.001
-39.551,-24,0.001
-38.959,-24.959,0.001
-38.922,-25.078,0.001
-38.535,-26,0.001
-38.364,-26.364,0.001
-38.015,-27.985,0.001
-38.01,-28,0.001
-38.006,-28.006,0.001
-38,-28.045,0.001
-37.32,-29.32,0.001
-36.991,-30,0.001
-36.603,-30.603,0.001
-36.346,-31.654,0.001
-36.21,-32,0.001
-36.124,-32.124,0.001
-36,-32.766,0.001
-35.594,-33.594,0.001
-35.424,-34,0.001
-34.855,-34.855,0.001
-34.74,-35.26,0.001
-34.432,-36,0.001
-34.254,-36.254,0.001
-34,-37.219,0.001
-33.688,-37.688,0.001
-33.542,-38,0.001
-32.886,-38.886,0.001
-32.743,-39.257,0.001
-32.38,-40,0.001
-32.239,-40.239,0.001
-32,-40.984,0.001
-31.539,-41.539,0.001
-31.215,-42,0.001
-30.607,-42.607,0.001
-30,-43.782,0.001
-29.902,-43.902,0.001
-29.828,-44,0.001
-29.497,-44.503,0.001
-29.084,-45.084,0.001
-28.643,-46,0.001
-28.398,-46.398,0.001
-28,-47.394,0.001
-27.78,-47.78,0.001
-27.684,-48,0.001
-27.559,-48.441,0.001
-27.324,-49.324,0.001
-27.124,-50,0.001
-26.989,-50.989,0.001
-26.987,-51.013,0.001
-26.864,-52,0.001
-26.829,-52.829,0.001
-26.814,-53.186,0.001
-26.78,-54,0.001
-26.851,-54.851,0.001
-26.864,-55.136,0.001
