phi,psi,number
-112.676,107.324,0.02
-113.7,108,0.02
-113.891,108.109,0.02
-114,108.18,0.02
-114.457,108.457,0.02
-115.139,108.861,0.02
-116,109.419,0.02
-116.365,109.635,0.02
-116.971,110,0.02
-117.668,110.332,0.02
-118,110.503,0.02
-118.948,110.948,0.02
-119.02,110.98,0.02
-120,111.466,0.02
-120.362,111.638,0.02
-121.115,112,0.02
-121.758,112.242,0.02
-122,112.344,0.02
-122.59,112.59,0.02
-123.177,112.823,0.02
-124,113.191,0.02
-124.559,113.441,0.02
-125.704,114,0.02
-125.915,114.085,0.02
-126,114.123,0.02
-126.223,114.223,0.02
-127.322,114.678,0.02
-128,115.021,0.02
-128.664,115.336,0.02
-129.882,116,0.02
-129.962,116.038,0.02
-130,116.059,0.02
-130.124,116.124,0.02
-131.3,116.7,0.02
-132,117.115,0.02
-132.581,117.419,0.02
-133.562,118,0.02
-133.854,118.146,0.02
-134,118.233,0.02
-134.488,118.488,0.02
-135.173,118.827,0.02
-136,119.308,0.02
-136.457,119.543,0.02
-137.246,120,0.02
-137.757,120.243,0.02
-138,120.38,0.02
-138.773,120.773,0.02
-139.08,120.92,0.02
-140,121.446,0.02
-140.367,121.633,0.02
-141.032,122,0.02
-141.706,122.294,0.02
-142,122.443,0.02
-142.782,122.782,0.02
-143.092,122.908,0.02
-144,123.341,0.02
-144.468,123.532,0.02
-145.522,124,0.02
-145.87,124.13,0.02
-146,124.187,0.02
-146.301,124.301,0.02
-147.327,124.673,0.02
-148,124.938,0.02
-148.795,125.205,0.02
-149.445,125.445,0.02
-150,125.641,0.02
-150.281,125.719,0.02
-151.156,126,0.02
-151.828,126.172,0.02
-152,126.227,0.02
-152.313,126.313,0.02
-153.41,126.59,0.02
-154,126.764,0.02
-154.96,127.04,0.02
-155.083,127.083,0.02
-156,127.375,0.02
-156.487,127.513,0.02
-157.961,128,0.02
-157.992,128.008,0.02
-158,128.011,0.02
-158.015,128.015,0.02
-159.581,128.419,0.02
-160,128.551,0.02
-160.722,128.722,0.02
-161.185,128.815,0.02
-162,129.026,0.02
-162.81,129.19,0.02
-163.315,129.315,0.02
-164,129.465,0.02
-164.465,129.535,0.02
-165.718,129.718,0.02
-166,129.76,0.02
-166.21,129.79,0.02
-167.823,130,0.02
-167.984,130.016,0.02
-168,130.017,0.02
-168.021,130.021,0.02
-169.729,130.271,0.02
-170,130.314,0.02
-170.394,130.394,0.02
-171.41,130.59,0.02
-172,130.714,0.02
-172.972,130.972,0.02
-173.018,130.982,0.02
-174,131.265,0.02
-174.559,131.441,0.02
-175.932,131.932,0.02
-176,131.955,0.02
-176.033,131.967,0.02
-176.11,132,0.02
-177.521,132.479,0.02
-178,132.677,0.02
-178.986,133.014,0.02
-179.039,133.039,0.02
-180,133.432,0.02


