phi,psi,number
38,-110.014,0.001
38.008,-110.008,0.001
38.021,-110,0.001
39.032,-109.032,0.001
40,-108.572,0.001
40.361,-108.361,0.001
41.506,-108,0.001
41.784,-107.784,0.001
42,-107.685,0.001
42.926,-106.926,0.001
43.123,-106.877,0.001
44,-106.502,0.001
44.353,-106.353,0.001
45.964,-106,0.001
45.987,-105.987,0.001
46,-105.982,0.001
46.055,-105.945,0.001
47.133,-105.133,0.001
48,-104.779,0.001
48.504,-104.504,0.001
49.816,-104.184,0.001
50,-104.117,0.001
50.075,-104.075,0.001
50.299,-104,0.001
51.263,-103.263,0.001
52,-102.9,0.001
52.521,-102.521,0.001
53.98,-102.02,0.001
54,-102.011,0.001
54.006,-102.006,0.001
54.019,-102,0.001
55.022,-101.022,0.001
56,-100.508,0.001
56.305,-100.305,0.001
56.98,-100,0.001
57.471,-99.471,0.001
58,-99.089,0.001
58.487,-98.487,0.001
59.347,-98,0.001
59.635,-97.635,0.001
60,-97.311,0.001
60.502,-96.502,0.001
61.179,-96,0.001
61.499,-95.499,0.001
62,-94.941,0.001
62.299,-94.299,0.001
62.551,-94,0.001
63.063,-93.063,0.001
64,-92.03,0.001
64.01,-92.01,0.001
64.016,-92,0.001
64.033,-91.967,0.001
64.599,-90.599,0.001
65.066,-90,0.001
65.305,-89.305,0.001
65.743,-88.257,0.001
65.841,-88,0.001
65.871,-87.871,0.001
66,-87.318,0.001
66.127,-86.127,0.001
66.142,-86,0.001
66.148,-85.852,0.001
66.264,-84.264,0.001
66.275,-84,0.001
66.264,-83.736,0.001
66.264,-82.264,0.001
66.254,-82,0.001
66.233,-81.767,0.001
66.145,-80.145,0.001
66.133,-80,0.001
66.12,-79.88,0.001
66.028,-78.028,0.001
66.025,-78,0.001
66.023,-77.977,0.001
66,-76.411,0.001
65.986,-76.014,0.001
65.986,-76,0.001
65.985,-75.985,0.001
65.837,-74.163,0.001
65.831,-74,0.001
65.824,-73.824,0.001
65.709,-72.291,0.001
65.698,-72,0.001
65.692,-71.692,0.001
65.635,-70.365,0.001
65.627,-70,0.001
65.627,-69.627,0.001
65.579,-68.421,0.001
65.579,-68,0.001
65.579,-67.579,0.001
65.579,-66.421,0.001
65.579,-66,0.001
65.568,-65.568,0.001
65.554,-64.446,0.001
65.542,-64,0.001
65.516,-63.516,0.001
65.443,-62.557,0.001
65.415,-62,0.001
65.336,-61.336,0.001
65.236,-60.764,0.001
65.156,-60,0.001
65.069,-59.069,0.001
65.053,-58.947,0.001
64.971,-58,0.001
64.881,-57.119,0.001
64.864,-56.864,0.001
64.781,-56,0.001
64.715,-55.285,0.001
64.654,-54.654,0.001
64.594,-54,0.001
64.559,-53.441,0.001
64.524,-52.524,0.001
64.492,-52,0.001
64.475,-51.525,0.001
64.434,-50.434,0.001
64.418,-50,0.001
64.409,-49.591,0.001
64.35,-48.35,0.001
64.342,-48,0.001
64.332,-47.668,0.001
64.23,-46.23,0.001
64.223,-46,0.001
64.235,-45.765,0.001
64.235,-44.235,0.001
64.249,-44,0.001
64.263,-43.737,0.001
64.314,-42.314,0.001
64.331,-42,0.001
64.355,-41.645,0.001
64.402,-40.402,0.001
64.431,-40,0.001
64.448,-39.552,0.001
64.463,-38.463,0.001
64.482,-38,0.001
64.499,-37.501,0.001
64.513,-36.513,0.001
64.531,-36,0.001
64.531,-35.469,0.001
64.531,-34.531,0.001
64.531,-34,0.001
64.516,-33.484,0.001
64.503,-32.503,0.001
64.489,-32,0.001
64.469,-31.531,0.001
64.406,-30.406,0.001
64.388,-30,0.001
64.372,-29.628,0.001
64.316,-28.316,0.001
64.303,-28,0.001
64.303,-27.697,0.001
64.303,-26.303,0.001
64.303,-26,0.001
64.309,-25.691,0.001
64.365,-24.365,0.001
64.372,-24,0.001
64.377,-23.623,0.001
64.44,-22.44,0.001
64.445,-22,0.001
64.402,-21.598,0.001
64.342,-20.342,0.001
64.309,-20,0.001
64.26,-19.74,0.001
64.146,-18.146,0.001
64.123,-18,0.001
64.102,-17.898,0.001
64,-16.682,0.001
63.884,-16.116,0.001
63.871,-16,0.001
63.823,-15.823,0.001
63.375,-14.625,0.001
63.245,-14,0.001
62.822,-13.178,0.001
62.765,-12.765,0.001
62.527,-12,0.001
62.388,-11.612,0.001
62.22,-10.22,0.001
62.165,-10,0.001
62.092,-9.908,0.001
62,-9.554,0.001
61.328,-8.672,0.001
61.061,-8,0.001
60.566,-7.434,0.001
60.262,-6.262,0.001
60.146,-6,0.001
60.067,-5.933,0.001
60,-5.761,0.001
59.041,-4.959,0.001
58.476,-4,0.001
58.199,-3.801,0.001
58,-3.335,0.001
57.265,-2.735,0.001
56.785,-2,0.001
56.356,-1.644,0.001
56,-0.638,0.001
55.667,-0.333,0.001
55.433,0,0.001
54.553,0.553,0.001
54,1.876,0.001
53.935,1.935,0.001
53.888,2,0.001
52.765,2.765,0.001
52.435,3.565,0.001
52.179,4,0.001
52.078,4.078,0.001
52,4.254,0.001
51.084,5.084,0.001
50.606,6,0.001
50.34,6.34,0.001
50,7.691,0.001
49.869,7.869,0.001
49.81,8,0.001
48.948,8.948,0.001
48.91,9.09,0.001
48.501,10,0.001
48.277,10.277,0.001
48,11.721,0.001
47.886,11.886,0.001
47.84,12,0.001
46.978,12.978,0.001
46.962,13.038,0.001
46.536,14,0.001
46.32,14.32,0.001
46,15.981,0.001
45.992,15.992,0.001
45.988,16,0.001
45.795,16.205,0.001
45.015,17.015,0.001
44.554,18,0.001
44.305,18.305,0.001
44,19.65,0.001
43.839,19.839,0.001
43.753,20,0.001
42.805,20.805,0.001
42.649,21.351,0.001
42.328,22,0.001
42.168,22.168,0.001
42,22.76,0.001
41.417,23.417,0.001
41.149,24,0.001
40.683,24.683,0.001
40.504,25.496,0.001
40.308,26,0.001
40.187,26.187,0.001
40,27.379,0.001
39.786,27.786,0.001
39.715,28,0.001
39.159,28.841,0.001
39.022,29.022,0.001
38.652,30,0.001
38.439,30.439,0.001
38.155,31.845,0.001
38.103,32,0.001
38.062,32.062,0.001
38,32.297,0.001
37.205,33.205,0.001
36.814,34,0.001
36.476,34.476,0.001
36.031,35.969,0.001
36.017,36,0.001
36.009,36.009,0.001
36,36.034,0.001
35.47,36.53,0.001
34.976,36.976,0.001
34.95,37.05,0.001
34.447,38,0.001
34.255,38.255,0.001
34,39.108,0.001
33.59,39.59,0.001
33.361,40,0.001
32.707,40.707,0.001
32.482,41.518,0.001
32.261,42,0.001
32.16,42.16,0.001
32,42.64,0.001
31.358,43.358,0.001
31.053,44,0.001
30.668,44.668,0.001
30.487,45.513,0.001
30.311,46,0.001
30.227,46.227,0.001
30,47.224,0.001
29.692,47.692,0.001
29.557,48,0.001
28.98,48.98,0.001
28.967,49.033,0.001
28.604,50,0.001
28.462,50.462,0.001
28.176,51.824,0.001
28.129,52,0.001
28.113,52.113,0.001
28,53.318,0.001
27.875,53.875,0.001
27.845,54,0.001
27.811,54.189,0.001
27.54,55.54,0.001
27.46,56,0.001
27.409,56.591,0.001
27.344,57.344,0.001
27.286,58,0.001
27.316,58.684,0.001
27.379,59.379,0.001
27.409,60,0.001
27.477,60.523,0.001
27.72,61.72,0.001
27.762,62,0.001
27.81,62.19,0.001
28,62.802,0.001
28.142,63.858,0.001
28.181,64,0.001
28.321,64.321,0.001
28.629,65.371,0.001
29.097,66,0.001
29.336,66.664,0.001
30,67.849,0.001
30.033,67.967,0.001
30.052,68,0.001
30.148,68.148,0.001
30.744,69.256,0.001
31.662,70,0.001
31.815,70.185,0.001
32,70.349,0.001
32.652,71.348,0.001
33.765,72,0.001
33.88,72.12,0.001
34,72.213,0.001
34.805,73.195,0.001
35.512,73.512,0.001
36,73.8,0.001
36.127,73.873,0.001
36.549,74,0.001
37.438,74.562,0.001
38,74.81,0.001
38.644,75.356,0.001
39.682,75.682,0.001
40,75.831,0.001
40.131,75.869,0.001
41.014,76,0.001
41.749,76.251,0.001
42,76.329,0.001
42.625,76.625,0.001
43.095,76.905,0.001
44,77.175,0.001
44.656,77.344,0.001
45.433,77.433,0.001
46,77.549,0.001
46.372,77.628,0.001
47.818,77.818,0.001
48,77.852,0.001
48.132,77.868,0.001
49.883,78,0.001
49.983,78.017,0.001
50,78.02,0.001
50.024,78.024,0.001
51.721,78.279,0.001
52,78.329,0.001
52.407,78.407,0.001
53.363,78.637,0.001
54,78.746,0.001
54.994,79.006,0.001
55.007,79.007,0.001
56,79.2,0.001
56.655,79.345,0.001
57.477,79.477,0.001
58,79.582,0.001
58.333,79.667,0.001
59.979,79.979,0.001
60,79.984,0.001
60.013,79.987,0.001
60.098,80,0.001
61.504,80.496,0.001
62,80.634,0.001
62.762,81.238,0.001
63.681,81.681,0.001
64,81.859,0.001
64.083,81.917,0.001
64.287,82,0.001
65.207,82.793,0.001
66,83.338,0.001
66.272,83.728,0.001
66.756,84,0.001
67.304,84.696,0.001
68,85.451,0.001
68.165,85.835,0.001
68.321,86,0.001
69.01,86.99,0.001
70,87.966,0.001
70.012,87.988,0.001
70.021,88,0.001
70.056,88.056,0.001
70.713,89.287,0.001
71.405,90,0.001
71.566,90.434,0.001
72,91.225,0.001
72.164,91.836,0.001
72.253,92,0.001
72.488,92.488,0.001
72.781,93.219,0.001
73.294,94,0.001
73.435,94.565,0.001
74,95.916,0.001
74.013,95.987,0.001
74.017,96,0.001
74.02,96.02,0.001
74.187,97.813,0.001
74.227,98,0.001
74.293,98.293,0.001
74.525,99.475,0.001
74.651,100,0.001
74.828,100.828,0.001
74.861,101.139,0.001
75.102,102,0.001
75.154,102.846,0.001
75.169,103.169,0.001
75.219,104,0.001
75.254,104.746,0.001
75.294,105.294,0.001
75.329,106,0.001
75.361,106.639,0.001
75.422,107.422,0.001
75.452,108,0.001
75.479,108.521,0.001
75.564,109.564,0.001
75.588,110,0.001
75.588,110.412,0.001
75.588,111.588,0.001
75.588,112,0.001
75.564,112.436,0.001
75.479,113.479,0.001
75.452,114,0.001
75.396,114.604,0.001
75.294,115.294,0.001
75.237,116,0.001
75.209,116.791,0.001
75.191,117.191,0.001
75.163,118,0.001
74.914,118.914,0.001
74.904,119.096,0.001
74.729,120,0.001
74.568,120.568,0.001
74.382,121.618,0.001
74.29,122,0.001
74.229,122.229,0.001
74.016,123.984,0.001
74.013,124,0.001
74.01,124.01,0.001
74,124.069,0.001
73.453,125.453,0.001
73.286,126,0.001
72.851,126.851,0.001
72.814,127.186,0.001
72.572,128,0.001
72.414,128.414,0.001
72.018,129.982,0.001
72.012,130,0.001
72.01,130.01,0.001
72,130.069,0.001
71.479,131.479,0.001
71.33,132,0.001
70.875,132.875,0.001
70.841,133.159,0.001
70.585,134,0.001
70.437,134.437,0.001
70.172,135.828,0.001
70.126,136,0.001
70.101,136.101,0.001
70,137.014,0.001
69.795,137.795,0.001
69.753,138,0.001
69.586,138.414,0.001
69.191,139.191,0.001
68.962,140,0.001
68.723,140.723,0.001
68.661,141.339,0.001
68.506,142,0.001
68.403,142.403,0.001
68.212,143.788,0.001
68.167,144,0.001
68.13,144.13,0.001
68,145.008,0.001
67.731,145.731,0.001
67.664,146,0.001
67.256,146.744,0.001
67.056,147.056,0.001
66.715,148,0.001
66.517,148.517,0.001
66.359,149.641,0.001
66.263,150,0.001
66.17,150.17,0.001
66,150.858,0.001
65.534,151.534,0.001
65.359,152,0.001
64.772,152.772,0.001
64.626,153.374,0.001
64.367,154,0.001
64.229,154.229,0.001
64,155.069,0.001
63.59,155.59,0.001
63.397,156,0.001
62.746,156.746,0.001
62.537,157.463,0.001
62.29,158,0.001
62.179,158.179,0.001
62,158.687,0.001
61.392,159.392,0.001
61.076,160,0.001
60.653,160.653,0.001
60.417,161.583,0.001
60.251,162,0.001
60.156,162.156,0.001
60,162.592,0.001
59.346,163.346,0.001
59.039,164,0.001
58.633,164.633,0.001
58.355,165.645,0.001
58.211,166,0.001
58.135,166.135,0.001
58,166.566,0.001
57.383,167.383,0.001
57.106,168,0.001
56.704,168.704,0.001
56.558,169.442,0.001
56.361,170,0.001
56.252,170.252,0.001
56,171.506,0.001
55.827,171.827,0.001
55.757,172,0.001
55.369,172.631,0.001
55.06,173.06,0.001
54.733,174,0.001
54.564,174.564,0.001
54.424,175.576,0.001
54.325,176,0.001
54.242,176.242,0.001
54,177.964,0.001
53.99,177.99,0.001
53.987,178,0.001
53.979,178.021,0.001
53.318,179.318,0.001
53.131,180,0.001
