phi,psi,number
-56,111.308,0.002
-56.581,110.581,0.002
-56.872,110,0.002
-57.323,109.323,0.002
-58,108.872,0.002
-58.523,108.523,0.002
-58.872,108,0.002
-59.248,107.248,0.002
-60,106.872,0.002
-60.436,106.436,0.002
-60.872,106,0.002
-61.248,105.248,0.002
-62,104.872,0.002
-62.476,104.476,0.002
-62.872,104,0.002
-63.323,103.323,0.002
-64,102.872,0.002
-64.581,102.581,0.002
-65.308,102,0.002
-65.605,101.605,0.002
-66,101.308,0.002
-66.923,101.077,0.002
-67.033,101.033,0.002
-68,100.872,0.002
-68.581,100.581,0.002
-69.308,100,0.002
-69.605,99.605,0.002
-70,99.308,0.002
-70.923,99.077,0.002
-71.033,99.033,0.002
-72,98.872,0.002
-72.747,98.747,0.002
-73.253,98.747,0.002
-74,98.654,0.002
-74.581,98.581,0.002
-75.754,98.246,0.002
-76,98.205,0.002
-76.176,98.176,0.002
-76.616,98,0.002
-77.446,97.446,0.002
-78,97.308,0.002
-78.692,97.308,0.002
-79.308,97.308,0.002
-80,97.308,0.002
-80.692,97.308,0.002
-81.308,97.308,0.002
-82,97.308,0.002
-82.554,97.446,0.002
-83.384,98,0.002
-83.824,98.176,0.002
-84,98.205,0.002
-84.246,98.246,0.002
-85.419,98.581,0.002
-86,98.654,0.002
-86.747,98.747,0.002
-87.253,98.747,0.002
-88,98.872,0.002
-88.967,99.033,0.002
-89.077,99.077,0.002
-90,99.308,0.002
-90.554,99.446,0.002
-91.384,100,0.002
-91.824,100.176,0.002
-92,100.205,0.002
-92.308,100.308,0.002
-93.346,100.654,0.002
-94,100.872,0.002
-94.846,101.154,0.002
-95.692,102,0.002
-95.824,102.176,0.002
-96,102.308,0.002
-96.616,102.616,0.002
-97.128,102.872,0.002
-98,103.308,0.002
-98.461,103.539,0.002
-98.692,104,0.002
-99.419,104.581,0.002
-100,104.872,0.002
-100.752,105.248,0.002
-101.128,106,0.002
-101.477,106.523,0.002
-102,106.872,0.002
-102.752,107.248,0.002
-103.128,108,0.002
-103.477,108.523,0.002
-104,108.872,0.002
-104.752,109.248,0.002
-105.128,110,0.002
-105.419,110.581,0.002
-106,111.308,0.002
-106.461,111.539,0.002
-106.692,112,0.002
-107.128,112.872,0.002
-107.128,113.128,0.002
-107.346,114,0.002
-107.564,114.436,0.002
-108,114.872,0.002
-108.752,115.248,0.002
-109.128,116,0.002
-109.128,116.872,0.002
-109.128,117.128,0.002
-109.128,118,0.002
-109.419,118.581,0.002
-110,119.308,0.002
-110.395,119.605,0.002
-110.692,120,0.002
-110.923,120.923,0.002
-110.967,121.033,0.002
-111.128,122,0.002
-111.128,122.872,0.002
-111.128,123.128,0.002
-111.128,124,0.002
-111.128,124.872,0.002
-111.128,125.128,0.002
-111.128,126,0.002
-111.253,126.747,0.002
-111.253,127.253,0.002
-111.346,128,0.002
-111.346,128.654,0.002
-111.346,129.346,0.002
-111.346,130,0.002
-111.419,130.581,0.002
-111.754,131.754,0.002
-111.795,132,0.002
-111.824,132.176,0.002
-112,132.616,0.002
-112.554,133.446,0.002
-112.692,134,0.002
-112.692,134.692,0.002
-112.692,135.308,0.002
-112.692,136,0.002
-112.923,136.923,0.002
-112.967,137.033,0.002
-113.128,138,0.002
-113.128,138.872,0.002
-113.128,139.128,0.002
-113.128,140,0.002
-113.128,140.872,0.002
-113.128,141.128,0.002
-113.128,142,0.002
-113.253,142.747,0.002
-113.253,143.253,0.002
-113.346,144,0.002
-113.477,144.523,0.002
-114,145.308,0.002
-114.461,145.539,0.002
-114.692,146,0.002
-114.923,146.923,0.002
-114.967,147.033,0.002
-115.128,148,0.002
-115.128,148.872,0.002
-115.128,149.128,0.002
-115.128,150,0.002
-115.346,150.654,0.002
-115.692,151.692,0.002
-115.795,152,0.002
-115.824,152.176,0.002
-116,152.616,0.002
-116.554,153.446,0.002
-116.692,154,0.002
-116.923,154.923,0.002
-116.967,155.033,0.002
-117.128,156,0.002
-117.419,156.581,0.002
-118,157.308,0.002
-118.461,157.539,0.002
-118.692,158,0.002
-118.923,158.923,0.002
-118.967,159.033,0.002
-119.128,160,0.002
-119.253,160.747,0.002
-119.253,161.253,0.002
-119.346,162,0.002
-119.524,162.476,0.002
-120,163.308,0.002
-120.461,163.539,0.002
-120.692,164,0.002
-120.923,164.923,0.002
-120.967,165.033,0.002
-121.128,166,0.002
-121.128,166.872,0.002
-121.128,167.128,0.002
-121.128,168,0.002
-121.128,168.872,0.002
-121.128,169.128,0.002
-121.128,170,0.002
-121.128,170.872,0.002
-121.128,171.128,0.002
-121.128,172,0.002
-121.128,172.872,0.002
-121.128,173.128,0.002
-121.128,174,0.002
-121.128,174.872,0.002
-121.128,175.128,0.002
-121.128,176,0.002
-120.967,176.967,0.002
-120.923,177.077,0.002
-120.692,178,0.002
-120.395,178.395,0.002
-120,178.692,0.002
-119.564,179.564,0.002
-119.346,180,0.002
