phi,psi,number
98.607,92.607,0.02
98.53,93.47,0.02
98.45,94,0.02
98.372,94.372,0.02
98.198,95.802,0.02
98.163,96,0.02
98.125,96.125,0.02
98,96.751,0.02
97.815,97.815,0.02
97.792,98,0.02
97.725,98.275,0.02
97.414,99.414,0.02
97.283,100,0.02
96.906,100.906,0.02
96.798,101.202,0.02
96.488,102,0.02
96.322,102.322,0.02
96,103.018,0.02
95.708,103.708,0.02
95.598,104,0.02
95.342,104.658,0.02
95.14,105.14,0.02
94.839,106,0.02
94.577,106.577,0.02
94.015,107.985,0.02
94.009,108,0.02
94.006,108.006,0.02
94,108.023,0.02
93.485,109.485,0.02
93.328,110,0.02
92.985,110.985,0.02
92.975,111.025,0.02
92.676,112,0.02
92.494,112.494,0.02
92.01,113.99,0.02
92.006,114,0.02
92.005,114.005,0.02
92,114.02,0.02
91.52,115.52,0.02
91.387,116,0.02
91.052,116.948,0.02
91.024,117.024,0.02
90.697,118,0.02
90.491,118.491,0.02
90,119.841,0.02
89.955,119.955,0.02
89.939,120,0.02
89.884,120.116,0.02
89.304,121.304,0.02
88.983,122,0.02
88.626,122.626,0.02
88,123.905,0.02
87.967,123.967,0.02
87.952,124,0.02
87.882,124.118,0.02
87.216,125.216,0.02
86.777,126,0.02
86.48,126.48,0.02
86,127.436,0.02
85.8,127.8,0.02
85.705,128,0.02
85.291,128.709,0.02
85.07,129.07,0.02
84.591,130,0.02
84.381,130.381,0.02
84,131.239,0.02
83.743,131.743,0.02
83.632,132,0.02
83.191,132.809,0.02
83.052,133.052,0.02
82.593,134,0.02
82.384,134.384,0.02
82,135.239,0.02
81.734,135.734,0.02
81.616,136,0.02
81.087,136.913,0.02
81.021,137.021,0.02
80.526,138,0.02
80.336,138.336,0.02
80,139.067,0.02
79.664,139.664,0.02
79.513,140,0.02
78.987,140.987,0.02
78.967,141.033,0.02
78.512,142,0.02
78.336,142.336,0.02
78,143.222,0.02
77.749,143.749,0.02
77.659,144,0.02
77.309,144.691,0.02
77.09,145.09,0.02
76.701,146,0.02
76.444,146.444,0.02
76,147.487,0.02
75.814,147.814,0.02
75.741,148,0.02
75.338,148.662,0.02
75.072,149.072,0.02
74.611,150,0.02
74.367,150.367,0.02
74,151.093,0.02
73.629,151.629,0.02
73.455,152,0.02
72.871,152.871,0.02
72.611,153.389,0.02
72.276,154,0.02
72.165,154.165,0.02
72,154.494,0.02
71.384,155.384,0.02
71.085,156,0.02
70.673,156.673,0.02
70.116,157.884,0.02
70.057,158,0.02
70.036,158.036,0.02
70,158.12,0.02
69.287,159.287,0.02
68.975,160,0.02
68.636,160.636,0.02
68.163,161.837,0.02
68.09,162,0.02
68.059,162.059,0.02
68,162.21,0.02
67.357,163.357,0.02
67.11,164,0.02
66.752,164.752,0.02
66.477,165.523,0.02
66.284,166,0.02
66.192,166.192,0.02
66,166.734,0.02
65.547,167.547,0.02
65.372,168,0.02
64.899,168.899,0.02
64.77,169.23,0.02
64.432,170,0.02
64.281,170.281,0.02
64,170.992,0.02
63.615,171.615,0.02
63.457,172,0.02
62.933,172.933,0.02
62.85,173.15,0.02
62.471,174,0.02
62.306,174.306,0.02
62,175.106,0.02
61.667,175.667,0.02
61.544,176,0.02
61.151,176.849,0.02
61.048,177.048,0.02
60.692,178,0.02
60.471,178.471,0.02
60,179.866,0.02
59.951,179.951,0.02
59.935,180,0.02
