phi,psi,number
-56,110.108,0.02
-56.092,110.092,0.02
-56.957,110,0.02
-57.82,109.82,0.02
-58,109.798,0.02
-58.241,109.759,0.02
-59.498,109.498,0.02
-60,109.426,0.02
-60.708,109.292,0.02
-61.174,109.174,0.02
-62,109.04,0.02
-62.84,108.84,0.02
-63.212,108.788,0.02
-64,108.627,0.02
-64.486,108.486,0.02
-65.694,108.306,0.02
-66,108.234,0.02
-66.176,108.176,0.02
-67.07,108,0.02
-67.718,107.718,0.02
-68,107.643,0.02
-68.545,107.455,0.02
-69.183,107.183,0.02
-70,106.963,0.02
-70.727,106.727,0.02
-71.418,106.582,0.02
-72,106.423,0.02
-72.314,106.314,0.02
-73.754,106,0.02
-73.924,105.924,0.02
-74,105.903,0.02
-74.147,105.853,0.02
-75.354,105.354,0.02
-76,105.179,0.02
-76.862,104.862,0.02
-77.209,104.791,0.02
-78,104.562,0.02
-78.397,104.397,0.02
-79.977,104.023,0.02
-80,104.016,0.02
-80.011,104.011,0.02
-80.055,104,0.02
-81.341,103.341,0.02
-82,103.13,0.02
-82.786,102.786,0.02
-83.356,102.644,0.02
-84,102.428,0.02
-84.292,102.292,0.02
-85.357,102,0.02
-85.756,101.756,0.02
-86,101.663,0.02
-86.735,101.265,0.02
-87.064,101.064,0.02
-88,100.691,0.02
-88.44,100.44,0.02
-89.652,100,0.02
-89.848,99.848,0.02
-90,99.771,0.02
-90.791,99.209,0.02
-91.029,99.029,0.02
-92,98.535,0.02
-92.306,98.306,0.02
-92.917,98,0.02
-93.471,97.471,0.02
-94,97.142,0.02
-94.61,96.61,0.02
-95.649,96,0.02
-95.824,95.824,0.02
-96,95.71,0.02
-96.888,94.888,0.02
-97.447,94.553,0.02
-98,94.19,0.02
-98.096,94.096,0.02
-98.24,94,0.02
-99.098,93.098,0.02
-100,92.468,0.02
-100.223,92.223,0.02
-100.526,92,0.02
-101.206,91.206,0.02
-102,90.614,0.02
-102.28,90.28,0.02
-102.622,90,0.02
-103.241,89.241,0.02
-104,88.652,0.02
-104.296,88.296,0.02
-104.652,88,0.02
-105.248,87.248,0.02
-106,86.636,0.02
-106.273,86.273,0.02
-106.569,86,0.02
-107.152,85.152,0.02
-108,84.325,0.02
-108.123,84.123,0.02
-108.235,84,0.02
-108.569,83.431,0.02
-108.865,82.865,0.02
-109.558,82,0.02
-109.711,81.711,0.02
-110,81.356,0.02
-110.419,80.419,0.02
-110.693,80,0.02
-111.1,79.1,0.02
-111.514,78.486,0.02
-111.813,78,0.02
-111.87,77.87,0.02
-112,77.68,0.02
-112.42,76.42,0.02
-112.625,76,0.02
-112.927,75.073,0.02
-112.956,74.956,0.02
-113.345,74,0.02
-113.483,73.483,0.02
-114,72.162,0.02
-114.025,72.025,0.02
-114.031,72,0.02
-114.04,71.96,0.02
-114.302,70.302,0.02
-114.381,70,0.02
-114.461,69.539,0.02
-114.572,68.572,0.02
-114.687,68,0.02
-114.832,67.168,0.02
-114.868,66.868,0.02
-115.04,66,0.02
-115.189,65.189,0.02
-115.339,64.661,0.02
-115.483,64,0.02
-115.573,63.573,0.02
-116,62.227,0.02
-116.03,62.03,0.02
-116.038,62,0.02
-116.05,61.95,0.02
-116.33,60.33,0.02
-116.432,60,0.02
-116.587,59.413,0.02
-116.708,58.708,0.02
-116.949,58,0.02
-117.178,57.178,0.02
-117.483,56.517,0.02
-117.675,56,0.02
-117.76,55.76,0.02
-118,55.369,0.02
-118.35,54.35,0.02
-118.562,54,0.02
-119.027,53.027,0.02
-119.227,52.773,0.02
-119.791,52,0.02
-119.864,51.864,0.02
-120,51.716,0.02
-120.661,50.661,0.02
-121.415,50,0.02
-121.67,49.67,0.02
-122,49.408,0.02
-122.69,48.69,0.02
-123.849,48,0.02
-123.928,47.928,0.02
-124,47.887,0.02
-124.278,47.722,0.02
-125.15,47.15,0.02
-126,46.78,0.02
-126.575,46.575,0.02
-127.67,46.33,0.02
-128,46.233,0.02
-128.204,46.204,0.02
-129.984,46.016,0.02
-130,46.014,0.02
-130.015,46.015,0.02
-131.91,46.09,0.02
-132,46.095,0.02
-132.121,46.121,0.02
-133.599,46.401,0.02
-134,46.496,0.02
-134.758,46.758,0.02
-135.139,46.861,0.02
-136,47.237,0.02
-136.515,47.485,0.02
-137.199,48,0.02
-137.75,48.25,0.02
-138,48.42,0.02
-138.976,48.976,0.02
-139.008,48.992,0.02
-140,49.803,0.02
-140.124,49.876,0.02
-140.256,50,0.02
-141.338,50.662,0.02
-142,51.289,0.02
-142.445,51.555,0.02
-142.923,52,0.02
-143.597,52.403,0.02
-144,52.749,0.02
-144.835,53.165,0.02
-145.934,53.934,0.02
-146,53.977,0.02
-146.016,53.984,0.02
-146.042,54,0.02
-147.439,54.561,0.02
-148,54.876,0.02
-148.793,55.207,0.02
-149.746,55.746,0.02
-150,55.877,0.02
-150.087,55.913,0.02
-150.225,56,0.02
-151.466,56.534,0.02
-152,56.831,0.02
-152.805,57.195,0.02
-153.885,57.885,0.02
-154,57.952,0.02
-154.031,57.969,0.02
-154.074,58,0.02
-155.301,58.699,0.02
-156,59.24,0.02
-156.451,59.549,0.02
-156.946,60,0.02
-157.544,60.456,0.02
-158,60.916,0.02
-158.582,61.418,0.02
-159.078,62,0.02
-159.515,62.485,0.02
-160,63.163,0.02
-160.393,63.607,0.02
-160.651,64,0.02
-161.151,64.849,0.02
-161.412,65.412,0.02
-161.708,66,0.02
-161.796,66.204,0.02
-162,66.766,0.02
-162.377,67.623,0.02
-162.507,68,0.02
-162.633,68.633,0.02
-162.762,69.238,0.02
-162.909,70,0.02
-162.984,70.984,0.02
-162.987,71.013,0.02
-163.06,72,0.02
-163.032,72.968,0.02
-163.032,73.032,0.02
-163.003,74,0.02
-162.901,74.901,0.02
-162.856,75.144,0.02
-162.746,76,0.02
-162.63,76.63,0.02
-162.428,77.572,0.02
-162.345,78,0.02
-162.279,78.279,0.02
-162,79.168,0.02
-161.822,79.822,0.02
-161.765,80,0.02
-161.659,80.341,0.02
-161.359,81.359,0.02
-161.153,82,0.02
-160.919,82.919,0.02
-160.853,83.147,0.02
-160.623,84,0.02
-160.507,84.507,0.02
-160.135,85.865,0.02
-160.102,86,0.02
-160.085,86.085,0.02
-160,86.401,0.02
-159.705,87.705,0.02
-159.638,88,0.02
-159.536,88.464,0.02
-159.373,89.373,0.02
-159.221,90,0.02
-158.997,90.997,0.02
-158.994,91.006,0.02
-158.763,92,0.02
-158.628,92.628,0.02
-158.352,93.648,0.02
-158.269,94,0.02
-158.219,94.219,0.02
-158,95.004,0.02
-157.79,95.79,0.02
-157.733,96,0.02
-157.629,96.371,0.02
-157.376,97.376,0.02
-157.187,98,0.02
-157.017,98.983,0.02
-157.012,99.012,0.02
-156.842,100,0.02
-156.762,100.762,0.02
-156.701,101.299,0.02
-156.627,102,0.02
-156.602,102.602,0.02
-156.571,103.429,0.02
-156.548,104,0.02
-156.55,104.55,0.02
-156.558,105.442,0.02
-156.56,106,0.02
-156.573,106.573,0.02
-156.601,107.399,0.02
-156.614,108,0.02
-156.618,108.618,0.02
-156.618,109.382,0.02
-156.622,110,0.02
-156.634,110.634,0.02
-156.643,111.357,0.02
-156.655,112,0.02
-156.701,112.701,0.02
-156.741,113.259,0.02
-156.789,114,0.02
-156.88,114.88,0.02
-156.899,115.101,0.02
-156.997,116,0.02
-157.161,116.839,0.02
-157.239,117.239,0.02
-157.388,118,0.02
-157.543,118.457,0.02
-158,119.781,0.02
-158.059,119.941,0.02
-158.079,120,0.02
-158.14,120.14,0.02
-158.674,121.326,0.02
-158.958,122,0.02
-159.368,122.632,0.02
-160,123.693,0.02
-160.122,123.878,0.02
-160.186,124,0.02
-161.002,124.998,0.02
-161.011,125.011,0.02
-161.73,126,0.02
-161.864,126.136,0.02
-162,126.3,0.02
-162.782,127.218,0.02
-163.294,128,0.02
-163.619,128.381,0.02
-164,128.935,0.02
-164.468,129.532,0.02
-164.738,130,0.02
-165.251,130.749,0.02
-165.779,131.779,0.02
-165.902,132,0.02
-165.939,132.061,0.02
-166,132.19,0.02
-166.639,133.361,0.02
-166.892,134,0.02
-167.222,134.778,0.02
-167.408,135.408,0.02
-167.617,136,0.02
-167.729,136.271,0.02
-168,137.142,0.02
-168.258,137.742,0.02
-168.335,138,0.02
-168.49,138.49,0.02
-168.763,139.237,0.02
-168.973,140,0.02
-169.237,140.763,0.02
-169.393,141.393,0.02
-169.574,142,0.02
-169.69,142.31,0.02
-170,143.27,0.02
-170.239,143.761,0.02
-170.319,144,0.02
-170.55,144.55,0.02
-170.833,145.167,0.02
-171.139,146,0.02
-171.413,146.587,0.02
-171.87,147.87,0.02
-171.922,148,0.02
-171.947,148.053,0.02
-172,148.201,0.02
-172.606,149.394,0.02
-172.835,150,0.02
-173.179,150.821,0.02
-173.316,151.316,0.02
-173.55,152,0.02
-173.679,152.321,0.02
-174,153.36,0.02
-174.209,153.791,0.02
-174.274,154,0.02
-174.414,154.414,0.02
-174.74,155.26,0.02
-174.956,156,0.02
-175.161,156.839,0.02
-175.228,157.228,0.02
-175.396,158,0.02
-175.484,158.516,0.02
-175.642,159.642,0.02
-175.7,160,0.02
-175.716,160.284,0.02
-175.793,161.793,0.02
-175.804,162,0.02
-175.791,162.209,0.02
-175.735,163.735,0.02
-175.717,164,0.02
-175.642,164.358,0.02
-175.468,165.468,0.02
-175.341,166,0.02
-175.031,166.969,0.02
-175.018,167.018,0.02
-174.636,168,0.02
-174.433,168.433,0.02
-174,169.087,0.02
-173.709,169.709,0.02
-173.512,170,0.02
-172.92,170.92,0.02
-172,171.945,0.02
-171.977,171.977,0.02
-171.952,172,0.02
-171.408,172.592,0.02
-171.021,173.021,0.02
-170.861,173.139,0.02
-170,173.81,0.02
-169.901,173.901,0.02
-169.739,174,0.02
-168.773,174.773,0.02
-168,175.207,0.02
-167.504,175.504,0.02
-166.367,176,0.02
-166.144,176.144,0.02
-166,176.203,0.02
-165.68,176.32,0.02
-164.72,176.72,0.02
-164,176.943,0.02
-163.148,177.148,0.02
-162.799,177.201,0.02
-162,177.368,0.02
-161.44,177.44,0.02
-160.47,177.53,0.02
-160,177.587,0.02
-159.602,177.602,0.02
-158.365,177.635,0.02
-158,177.648,0.02
-157.63,177.63,0.02
-156.415,177.585,0.02
-156,177.564,0.02
-155.519,177.519,0.02
-154.547,177.453,0.02
-154,177.399,0.02
-153.335,177.335,0.02
-152.707,177.293,0.02
-152,177.22,0.02
-151.156,177.156,0.02
-150.86,177.14,0.02
-150,177.071,0.02
-149.002,176.998,0.02
-148.997,176.997,0.02
-148,176.923,0.02
-147.085,176.915,0.02
-146.913,176.913,0.02
-146,176.905,0.02
-145.047,176.953,0.02
-144.96,176.96,0.02
-144,177.006,0.02
-143.1,177.1,0.02
-142.884,177.116,0.02
-142,177.203,0.02
-141.305,177.305,0.02
-140.636,177.364,0.02
-140,177.449,0.02
-139.514,177.514,0.02
-138.371,177.629,0.02
-138,177.676,0.02
-137.702,177.702,0.02
-136.212,177.788,0.02
-136,177.805,0.02
-135.813,177.813,0.02
-134.142,177.858,0.02
-134,177.864,0.02
-133.864,177.864,0.02
-132.157,177.843,0.02
-132,177.843,0.02
-131.837,177.837,0.02
-130.223,177.777,0.02
-130,177.769,0.02
-129.744,177.744,0.02
-128.369,177.631,0.02
-128,177.595,0.02
-127.528,177.528,0.02
-126.574,177.426,0.02
-126,177.336,0.02
-125.186,177.186,0.02
-124.859,177.141,0.02
-124,176.964,0.02
-123.216,176.784,0.02
-122.584,176.584,0.02
-122,176.43,0.02
-121.646,176.354,0.02
-120.478,176,0.02
-120.077,175.923,0.02
-120,175.902,0.02
-119.876,175.876,0.02
-118.393,175.607,0.02
-118,175.52,0.02
-117.437,175.437,0.02
-116.64,175.36,0.02
-116,175.254,0.02
-115.201,175.201,0.02
-114.812,175.188,0.02
-114,175.13,0.02
-113.132,175.132,0.02
-112.866,175.134,0.02
-112,175.136,0.02
-111.179,175.179,0.02
-110.804,175.196,0.02
-110,175.238,0.02
-109.302,175.302,0.02
-108.657,175.343,0.02
-108,175.4,0.02
-107.468,175.468,0.02
-106.426,175.574,0.02
-106,175.626,0.02
-105.67,175.67,0.02
-104.185,175.815,0.02
-104,175.838,0.02
-103.853,175.853,0.02
-102.306,176,0.02
-102.039,176.039,0.02
-102,176.043,0.02
-101.952,176.048,0.02
-100.253,176.253,0.02
-100,176.277,0.02
-99.689,176.311,0.02
-98.464,176.464,0.02
-98,176.513,0.02
-97.386,176.614,0.02
-96.745,176.745,0.02
-96,176.857,0.02
-95.065,177.065,0.02
-94.912,177.088,0.02
-94,177.27,0.02
-93.426,177.426,0.02
-92.373,177.627,0.02
-92,177.716,0.02
-91.776,177.776,0.02
-90.745,178,0.02
-90.193,178.193,0.02
-90,178.239,0.02
-89.681,178.319,0.02
-88.629,178.629,0.02
-88,178.769,0.02
-87.073,178.927,0.02
-86.951,178.951,0.02
-86,179.102,0.02
-85.175,179.175,0.02
-84.8,179.2,0.02
-84,179.268,0.02
-83.281,179.281,0.02
-82.717,179.283,0.02
-82,179.296,0.02
-81.241,179.241,0.02
-80.786,179.214,0.02
-80,179.156,0.02
-79.006,178.994,0.02
-78.991,178.991,0.02
-78,178.825,0.02
-77.341,178.659,0.02
-76.349,178.349,0.02
-76,178.252,0.02
-75.81,178.19,0.02
-75.409,178,0.02
