phi,psi,number
-174.039,32,0.001
-174.063,32.063,0.001
-174.513,33.487,0.001
-174.754,34,0.001
-175.201,34.799,0.001
-175.626,35.626,0.001
-175.823,36,0.001
-175.87,36.13,0.001
-176,37.589,0.001
-176.034,37.966,0.001
-176.039,38,0.001
-176.053,38.053,0.001
-176.424,39.576,0.001
-176.541,40,0.001
-176.637,40.637,0.001
-176.706,41.294,0.001
-176.823,42,0.001
-177.059,42.941,0.001
-177.091,43.091,0.001
-177.306,44,0.001
-177.341,44.659,0.001
-177.379,45.379,0.001
-177.412,46,0.001
-177.492,46.508,0.001
-177.676,47.676,0.001
-177.727,48,0.001
-177.734,48.266,0.001
-177.818,49.818,0.001
-177.823,50,0.001
-177.823,50.177,0.001
-177.823,51.823,0.001
-177.823,52,0.001
-177.818,52.182,0.001
-177.818,53.818,0.001
-177.813,54,0.001
-177.773,54.227,0.001
-177.541,55.541,0.001
-177.46,56,0.001
-177.32,56.68,0.001
-177.247,57.247,0.001
-177.059,58,0.001
-176.872,58.872,0.001
-176.832,59.168,0.001
-176.676,60,0.001
-176.57,60.57,0.001
-176.455,61.545,0.001
-176.379,62,0.001
-176.297,62.297,0.001
-176,63.705,0.001
-175.946,63.946,0.001
-175.931,64,0.001
-175.876,64.124,0.001
-175.387,65.387,0.001
-175.059,66,0.001
-174.823,66.823,0.001
-174.682,67.318,0.001
-174.487,68,0.001
-174.341,68.341,0.001
-174,69.705,0.001
-173.944,69.944,0.001
-173.916,70,0.001
-173.832,70.168,0.001
-173.306,71.306,0.001
-172.902,72,0.001
-172.57,72.57,0.001
-172,73.804,0.001
-171.949,73.949,0.001
-171.916,74,0.001
-171.832,74.168,0.001
-171.306,75.306,0.001
-170.902,76,0.001
-170.618,76.618,0.001
-170,77.804,0.001
-169.938,77.938,0.001
-169.893,78,0.001
-169.738,78.262,0.001
-169.201,79.201,0.001
-168.682,80,0.001
-168.487,80.487,0.001
-168,81.705,0.001
-167.909,81.909,0.001
-167.804,82,0.001
-167.411,82.589,0.001
-167.068,83.068,0.001
-166.603,84,0.001
-166.482,84.482,0.001
-166,85.607,0.001
-165.861,85.861,0.001
-165.804,86,0.001
-165.764,86.236,0.001
-165.764,87.764,0.001
-165.706,88,0.001
-165.786,88.214,0.001
-166,89.178,0.001
-166.164,89.836,0.001
-166.411,90,0.001
-167.364,90.636,0.001
-167.607,91.607,0.001
-167.804,92,0.001
-167.906,92.094,0.001
-168,92.168,0.001
-168.236,92.236,0.001
-169.546,92.454,0.001
-170,92.636,0.001
-170.718,93.282,0.001
-171.706,94,0.001
-171.909,94.091,0.001
-172,94.147,0.001
-172.181,94.181,0.001
-173.626,94.374,0.001
-174,94.454,0.001
-174.908,94.908,0.001
-175.024,94.976,0.001
-176,95.318,0.001
-176.682,95.318,0.001
-177.318,95.318,0.001
-178,95.318,0.001
-178.546,95.454,0.001
-179.874,95.874,0.001
-180,95.909,0.001
