phi,psi,number
-81.295,-61.295,0.02
-82,-61.181,0.02
-82.988,-60.988,0.02
-83.022,-60.978,0.02
-84,-60.759,0.02
-84.661,-60.661,0.02
-85.507,-60.493,0.02
-86,-60.413,0.02
-86.387,-60.387,0.02
-87.724,-60.276,0.02
-88,-60.256,0.02
-88.243,-60.243,0.02
-89.843,-60.157,0.02
-90,-60.148,0.02
-90.129,-60.129,0.02
-90.985,-60,0.02
-91.89,-59.89,0.02
-92,-59.871,0.02
-92.179,-59.821,0.02
-93.501,-59.501,0.02
-94,-59.347,0.02
-94.899,-59.101,0.02
-95.062,-59.062,0.02
-96,-58.779,0.02
-96.643,-58.643,0.02
-97.602,-58.398,0.02
-98,-58.308,0.02
-98.273,-58.273,0.02
-99.808,-58,0.02
-99.976,-57.976,0.02
-100,-57.971,0.02
-100.035,-57.965,0.02
-101.807,-57.807,0.02
-102,-57.769,0.02
-102.267,-57.733,0.02
-103.692,-57.692,0.02
-104,-57.639,0.02
-104.361,-57.639,0.02
-105.749,-57.749,0.02
-106,-57.749,0.02
-106.208,-57.792,0.02
-107.064,-58,0.02
-107.816,-58.184,0.02
-108,-58.235,0.02
-108.353,-58.353,0.02
-109.312,-58.688,0.02
-110,-58.91,0.02
-110.854,-59.146,0.02
-111.243,-59.243,0.02
-112,-59.444,0.02
-112.506,-59.494,0.02
-113.635,-59.635,0.02
-114,-59.673,0.02
-114.388,-59.612,0.02
-115.495,-59.495,0.02
-116,-59.405,0.02
-116.993,-58.993,0.02
-117.024,-58.976,0.02
-118,-58.495,0.02
-118.307,-58.307,0.02
-118.705,-58,0.02
-119.386,-57.386,0.02
-120,-56.642,0.02
-120.286,-56.286,0.02
-120.472,-56,0.02
-120.929,-55.071,0.02
-120.978,-54.978,0.02
-121.391,-54,0.02
-121.529,-53.529,0.02
-121.897,-52.103,0.02
-121.925,-52,0.02
-121.942,-51.942,0.02
-122,-51.74,0.02
-122.389,-50.389,0.02
-122.484,-50,0.02
-122.723,-49.277,0.02
-122.868,-48.868,0.02
-123.136,-48,0.02
-123.372,-47.372,0.02
-123.767,-46.233,0.02
-123.851,-46,0.02
-123.889,-45.889,0.02
-124,-45.584,0.02
-124.389,-44.389,0.02
-124.525,-44,0.02
-124.9,-43.1,0.02
-124.958,-42.958,0.02
-125.363,-42,0.02
-125.582,-41.582,0.02
-126,-40.762,0.02
-126.229,-40.229,0.02
-126.323,-40,0.02
-126.618,-39.382,0.02
-126.873,-38.873,0.02
-127.256,-38,0.02
-127.49,-37.49,0.02
-128,-36.166,0.02
-128.042,-36.042,0.02
-128.056,-36,0.02
-128.086,-35.914,0.02
-128.56,-34.56,0.02
-128.751,-34,0.02
-129.08,-33.08,0.02
-129.159,-32.841,0.02
-129.448,-32,0.02
-129.588,-31.588,0.02
-130,-30.366,0.02
-130.096,-30.096,0.02
-130.134,-30,0.02
-130.24,-29.76,0.02
-130.704,-28.704,0.02
-131.016,-28,0.02
-131.347,-27.347,0.02
-131.871,-26.129,0.02
-131.93,-26,0.02
-131.952,-25.952,0.02
-132,-25.82,0.02
-132.526,-24.526,0.02
-132.719,-24,0.02
-133.045,-23.045,0.02
-133.083,-22.917,0.02
-133.376,-22,0.02
-133.514,-21.514,0.02
-133.841,-20.159,0.02
-133.883,-20,0.02
-133.909,-19.909,0.02
-134,-19.466,0.02
-134.279,-18.279,0.02
-134.343,-18,0.02
-134.474,-17.526,0.02
-134.718,-16.718,0.02
-134.902,-16,0.02
-135.142,-15.142,0.02
-135.231,-14.769,0.02
-135.432,-14,0.02
-135.54,-13.54,0.02
-135.81,-12.19,0.02
-135.852,-12,0.02
-135.869,-11.869,0.02
-136,-10.535,0.02
-136.058,-10.058,0.02
-136.066,-10,0.02
-136.073,-9.927,0.02
-136.215,-8.215,0.02
-136.237,-8,0.02
-136.268,-7.732,0.02
-136.392,-6.392,0.02
-136.44,-6,0.02
-136.565,-5.435,0.02
-136.717,-4.717,0.02
-136.879,-4,0.02
-137.178,-3.178,0.02
-137.376,-2.624,0.02
-137.601,-2,0.02
-137.728,-1.728,0.02
-138,-1.122,0.02
-138.377,-0.377,0.02
-138.564,0,0.02
-139.032,0.968,0.02
-139.086,1.086,0.02
-139.51,2,0.02
-139.641,2.359,0.02
-140,3.453,0.02
-140.141,3.859,0.02
-140.191,4,0.02
-140.272,4.272,0.02
-140.612,5.388,0.02
-140.793,6,0.02
-141.046,6.954,0.02
-141.076,7.076,0.02
-141.313,8,0.02
-141.437,8.563,0.02
-141.681,9.681,0.02
-141.751,10,0.02
-141.784,10.216,0.02
-142,11.634,0.02
-142.049,11.951,0.02
-142.058,12,0.02
-142.069,12.069,0.02
-142.282,13.718,0.02
-142.328,14,0.02
-142.372,14.372,0.02
-142.483,15.517,0.02
-142.543,16,0.02
-142.592,16.592,0.02
-142.637,17.363,0.02
-142.693,18,0.02
-142.711,18.711,0.02
-142.72,19.28,0.02
-142.738,20,0.02
-142.689,20.689,0.02
-142.646,21.354,0.02
-142.601,22,0.02
-142.486,22.486,0.02
-142.178,23.822,0.02
-142.137,24,0.02
-142.1,24.1,0.02
-142,24.369,0.02
-141.574,25.574,0.02
-141.43,26,0.02
-141.083,26.917,0.02
-141.037,27.037,0.02
-140.682,28,0.02
-140.525,28.525,0.02
-140.171,29.829,0.02
-140.122,30,0.02
-140.106,30.106,0.02
-140,30.878,0.02
-139.882,31.882,0.02
-139.864,32,0.02
-139.85,32.15,0.02
-139.737,33.737,0.02
-139.711,34,0.02
-139.707,34.293,0.02
-139.7,35.7,0.02
-139.695,36,0.02
-139.699,36.301,0.02
-139.746,37.746,0.02
-139.75,38,0.02
-139.748,38.252,0.02
-139.803,39.803,0.02
-139.802,40,0.02
-139.784,40.216,0.02
-139.758,41.758,0.02
-139.735,42,0.02
-139.672,42.328,0.02
-139.52,43.52,0.02
-139.411,44,0.02
-139.149,44.851,0.02
-139.092,45.092,0.02
-138.746,46,0.02
-138.559,46.559,0.02
-138,47.914,0.02
-137.977,47.977,0.02
-137.965,48,0.02
-137.942,48.058,0.02
-137.468,49.468,0.02
-137.212,50,0.02
-136.835,50.835,0.02
-136.368,51.632,0.02
-136.168,52,0.02
-136.113,52.113,0.02
-136,52.279,0.02
-135.058,53.058,0.02
-134.809,53.191,0.02
-134,53.676,0.02
-133.676,53.676,0.02
-132.429,53.571,0.02
-132,53.571,0.02
-131.133,53.133,0.02
-130.96,53.04,0.02
-130,52.612,0.02
-129.67,52.33,0.02
-129.271,52,0.02
