phi,psi,number
-180,-163.877,0.001
-179.298,-162.702,0.001
-178.675,-162,0.001
-178.458,-161.542,0.001
-178,-161.011,0.001
-177.666,-160.334,0.001
-177.438,-160,0.001
-177.098,-159.098,0.001
-177.052,-158.948,0.001
-176.611,-158,0.001
-176.454,-157.546,0.001
-176,-156.8,0.001
-175.775,-156.225,0.001
-175.652,-156,0.001
-175.423,-155.423,0.001
-175.206,-154.794,0.001
-174.833,-154,0.001
-174.613,-153.387,0.001
-174,-152.374,0.001
-173.882,-152.118,0.001
-173.806,-152,0.001
-173.621,-151.621,0.001
-173.238,-150.762,0.001
-172.8,-150,0.001
-172.537,-149.463,0.001
-172,-148.776,0.001
-171.701,-148.299,0.001
-171.466,-148,0.001
-170.885,-147.115,0.001
-170,-146.122,0.001
-169.946,-146.054,0.001
-169.891,-146,0.001
-169.131,-145.131,0.001
-169.01,-144.99,0.001
-168.607,-144.607,0.001
-168,-144.027,0.001
-167.988,-144.012,0.001
-167.972,-144,0.001
-166.936,-143.064,0.001
-166,-142.408,0.001
-165.791,-142.209,0.001
-165.524,-142,0.001
-164.722,-141.278,0.001
-164,-140.881,0.001
-163.469,-140.531,0.001
-162.664,-140,0.001
-162.327,-139.673,0.001
-162,-139.492,0.001
-161.041,-138.959,0.001
-160.877,-138.877,0.001
-160,-138.423,0.001
-159.737,-138.263,0.001
-159.271,-138,0.001
-158.545,-137.455,0.001
-158,-137.177,0.001
-157.22,-136.78,0.001
-156.208,-136.208,0.001
-156,-136.094,0.001
-155.939,-136.061,0.001
-155.825,-136,0.001
-154.73,-135.27,0.001
-154,-134.823,0.001
-153.488,-134.512,0.001
-152.814,-134,0.001
-152.409,-133.591,0.001
-152,-133.273,0.001
-151.352,-132.648,0.001
-150.804,-132,0.001
-150.532,-131.468,0.001
-150,-130.614,0.001
-149.773,-130.227,0.001
-149.679,-130,0.001
-149.595,-129.595,0.001
-149.385,-128.615,0.001
-149.26,-128,0.001
-149.184,-127.184,0.001
-149.138,-126.862,0.001
-149.066,-126,0.001
-149.063,-125.063,0.001
-149.061,-124.939,0.001
-149.057,-124,0.001
-149.106,-123.106,0.001
-149.114,-122.886,0.001
-149.161,-122,0.001
-149.266,-121.266,0.001
-149.336,-120.664,0.001
-149.427,-120,0.001
-149.517,-119.517,0.001
-149.769,-118.231,0.001
-149.813,-118,0.001
-149.852,-117.852,0.001
-150,-117.375,0.001
-150.34,-116.34,0.001
-150.411,-116,0.001
-150.539,-115.461,0.001
-150.739,-114.739,0.001
-150.897,-114,0.001
-151.149,-113.149,0.001
-151.251,-112.749,0.001
-151.459,-112,0.001
-151.539,-111.539,0.001
-151.825,-110.175,0.001
-151.858,-110,0.001
-151.88,-109.88,0.001
-152,-109.302,0.001
-152.242,-108.242,0.001
-152.284,-108,0.001
-152.317,-107.683,0.001
-152.486,-106.486,0.001
-152.531,-106,0.001
-152.586,-105.414,0.001
-152.647,-104.647,0.001
-152.709,-104,0.001
-152.739,-103.261,0.001
-152.759,-102.759,0.001
-152.789,-102,0.001
-152.794,-101.206,0.001
-152.794,-100.794,0.001
-152.8,-100,0.001
-152.794,-99.206,0.001
-152.789,-98.789,0.001
-152.783,-98,0.001
-152.762,-97.238,0.001
-152.738,-96.738,0.001
-152.717,-96,0.001
-152.707,-95.293,0.001
-152.689,-94.689,0.001
-152.679,-94,0.001
-152.736,-93.264,0.001
-152.762,-92.762,0.001
-152.825,-92,0.001
-153.031,-91.031,0.001
-153.055,-90.945,0.001
-153.279,-90,0.001
-153.514,-89.514,0.001
-154,-88.606,0.001
-154.229,-88.229,0.001
-154.331,-88,0.001
-155.07,-87.07,0.001
-155.47,-86.53,0.001
-155.866,-86,0.001
-155.931,-85.931,0.001
-156,-85.86,0.001
-156.898,-84.898,0.001
-157.567,-84,0.001
-157.76,-83.76,0.001
-158,-83.461,0.001
-158.681,-82.681,0.001
-159.093,-82,0.001
-159.444,-81.444,0.001
-160,-80.606,0.001
-160.26,-80.26,0.001
-160.378,-80,0.001
-160.659,-79.341,0.001
-160.879,-78.879,0.001
-161.193,-78,0.001
-161.38,-77.38,0.001
-161.774,-76.226,0.001
-161.846,-76,0.001
-161.884,-75.884,0.001
-162,-75.454,0.001
-162.346,-74.346,0.001
-162.417,-74,0.001
-162.463,-73.537,0.001
-162.591,-72.591,0.001
-162.646,-72,0.001
-162.661,-71.339,0.001
-162.68,-70.68,0.001
-162.695,-70,0.001
-162.678,-69.322,0.001
-162.655,-68.655,0.001
-162.638,-68,0.001
-162.607,-67.393,0.001
-162.525,-66.525,0.001
-162.496,-66,0.001
-162.44,-65.56,0.001
-162.166,-64.166,0.001
-162.142,-64,0.001
-162.126,-63.874,0.001
-162,-63.186,0.001
-161.847,-62.153,0.001
-161.818,-62,0.001
-161.791,-61.791,0.001
-161.603,-60.397,0.001
-161.551,-60,0.001
-161.509,-59.509,0.001
-161.444,-58.556,0.001
-161.395,-58,0.001
-161.297,-57.297,0.001
-161.246,-56.754,0.001
-161.129,-56,0.001
-160.999,-55.001,0.001
-160.999,-54.999,0.001
-160.871,-54,0.001
-160.79,-53.21,0.001
-160.733,-52.733,0.001
-160.655,-52,0.001
-160.585,-51.415,0.001
-160.453,-50.453,0.001
-160.397,-50,0.001
-160.361,-49.639,0.001
-160.175,-48.175,0.001
-160.157,-48,0.001
-160.15,-47.85,0.001
-160.003,-46.003,0.001
-160.003,-46,0.001
-160.003,-45.997,0.001
-160.035,-44.035,0.001
-160.035,-44,0.001
-160.037,-43.963,0.001
-160.151,-42.151,0.001
-160.155,-42,0.001
-160.169,-41.831,0.001
-160.343,-40.343,0.001
-160.369,-40,0.001
-160.412,-39.588,0.001
-160.525,-38.525,0.001
-160.58,-38,0.001
-160.643,-37.357,0.001
-160.722,-36.722,0.001
-160.789,-36,0.001
