phi,psi,number
180,60.126,0.001
179.456,61.456,0.001
179.197,62,0.001
178.986,62.986,0.001
178.979,63.021,0.001
178.779,64,0.001
178.571,64.571,0.001
178.196,65.804,0.001
178.131,66,0.001
178.101,66.101,0.001
178,66.784,0.001
177.835,67.835,0.001
177.813,68,0.001
177.774,68.226,0.001
177.528,69.528,0.001
177.449,70,0.001
177.393,70.607,0.001
177.364,71.364,0.001
177.297,72,0.001
177.267,72.733,0.001
177.227,73.227,0.001
177.198,74,0.001
177.112,74.888,0.001
177.096,75.096,0.001
177.005,76,0.001
176.967,76.967,0.001
176.964,77.036,0.001
176.925,78,0.001
176.873,78.873,0.001
176.85,79.15,0.001
176.797,80,0.001
176.736,80.736,0.001
176.688,81.312,0.001
176.631,82,0.001
176.531,82.531,0.001
176.406,83.594,0.001
176.338,84,0.001
176.332,84.332,0.001
176.28,85.72,0.001
176.274,86,0.001
176.264,86.264,0.001
176.136,87.864,0.001
176.131,88,0.001
176.128,88.128,0.001
176.128,89.872,0.001
176.125,90,0.001
176.123,90.123,0.001
176.048,91.952,0.001
176.047,92,0.001
176.048,92.048,0.001
176.048,93.952,0.001
176.049,94,0.001
176.049,94.049,0.001
176.049,95.951,0.001
176.049,96,0.001
176.054,96.054,0.001
176.136,97.864,0.001
176.149,98,0.001
176.17,98.17,0.001
176.17,99.83,0.001
176.196,100,0.001
176.202,100.202,0.001
176.202,101.798,0.001
176.209,102,0.001
176.209,102.209,0.001
176.209,103.791,0.001
176.209,104,0.001
176.209,104.209,0.001
176.209,105.791,0.001
176.209,106,0.001
176.17,106.17,0.001
176,107.045,0.001
175.853,107.853,0.001
175.832,108,0.001
175.809,108.191,0.001
175.528,109.528,0.001
175.483,110,0.001
175.396,110.604,0.001
175.297,111.297,0.001
175.197,112,0.001
175.112,112.888,0.001
175.093,113.093,0.001
175.006,114,0.001
174.881,114.881,0.001
174.841,115.159,0.001
174.721,116,0.001
174.644,116.644,0.001
174.46,117.54,0.001
174.396,118,0.001
174.31,118.31,0.001
174.165,119.835,0.001
174.131,120,0.001
174.118,120.118,0.001
174,120.784,0.001
173.826,121.826,0.001
173.805,122,0.001
173.779,122.221,0.001
173.714,123.714,0.001
173.673,124,0.001
173.619,124.381,0.001
173.428,125.428,0.001
173.354,126,0.001
173.309,126.691,0.001
173.282,127.282,0.001
173.233,128,0.001
173.197,128.803,0.001
173.197,129.197,0.001
173.157,130,0.001
173.112,130.888,0.001
173.093,131.093,0.001
173.052,132,0.001
172.964,132.964,0.001
172.957,133.043,0.001
172.87,134,0.001
172.765,134.765,0.001
172.655,135.345,0.001
172.557,136,0.001
172.42,136.42,0.001
172.17,137.83,0.001
172.125,138,0.001
172.085,138.085,0.001
172,138.448,0.001
171.638,139.638,0.001
171.528,140,0.001
171.379,140.621,0.001
171.241,141.241,0.001
171.052,142,0.001
170.826,142.826,0.001
170.653,143.347,0.001
170.457,144,0.001
170.25,144.25,0.001
170,145.015,0.001
169.723,145.723,0.001
169.615,146,0.001
169.446,146.554,0.001
169.238,147.238,0.001
169.006,148,0.001
168.691,148.691,0.001
168.232,149.768,0.001
168.131,150,0.001
168.083,150.083,0.001
168,150.348,0.001
167.543,151.543,0.001
167.354,152,0.001
167.218,152.782,0.001
167.153,153.153,0.001
167.006,154,0.001
166.841,154.841,0.001
166.718,155.282,0.001
166.557,156,0.001
166.428,156.428,0.001
166.174,157.826,0.001
166.131,158,0.001
166.114,158.114,0.001
166.045,159.955,0.001
166.039,160,0.001
166.039,160.039,0.001
166.039,161.961,0.001
166.039,162,0.001
166.044,162.044,0.001
166.112,163.888,0.001
166.125,164,0.001
166.157,164.157,0.001
166.351,165.649,0.001
166.435,166,0.001
166.571,166.571,0.001
166.755,167.245,0.001
166.919,168,0.001
167.096,168.904,0.001
167.135,169.135,0.001
167.297,170,0.001
167.504,170.496,0.001
168,171.686,0.001
168.079,171.921,0.001
168.125,172,0.001
168.224,172.224,0.001
168.68,173.32,0.001
169.006,174,0.001
169.347,174.653,0.001
170,175.905,0.001
170.026,175.974,0.001
170.042,176,0.001
170.087,176.087,0.001
170.661,177.339,0.001
171.102,178,0.001
171.461,178.539,0.001
172,179.347,0.001
172.231,179.769,0.001
172.508,180,0.001
