phi,psi,number
-99.568,-2,0.001
-98.348,-2.348,0.001
-98,-2.448,0.001
-97.303,-2.697,0.001
-96.84,-2.84,0.001
-96,-3.189,0.001
-95.392,-3.392,0.001
-94.477,-3.523,0.001
-94,-3.642,0.001
-93.74,-3.74,0.001
-93.045,-4,0.001
-92.273,-4.273,0.001
-92,-4.314,0.001
-91.582,-4.418,0.001
-90.621,-4.621,0.001
-90,-4.793,0.001
-89.164,-5.164,0.001
-88.695,-5.305,0.001
-88,-5.558,0.001
-87.611,-5.611,0.001
-86.389,-5.611,0.001
-86,-5.653,0.001
-85.705,-5.705,0.001
-84.784,-6,0.001
-84.209,-6.209,0.001
-84,-6.241,0.001
-83.749,-6.251,0.001
-82.251,-6.251,0.001
-82,-6.261,0.001
-81.715,-6.285,0.001
-80.476,-6.476,0.001
-80,-6.51,0.001
-79.508,-6.492,0.001
-78.492,-6.492,0.001
-78,-6.476,0.001
-77.524,-6.476,0.001
-76.476,-6.476,0.001
-76,-6.476,0.001
-75.54,-6.46,0.001
-74.46,-6.46,0.001
-74,-6.446,0.001
-73.568,-6.432,0.001
-72.432,-6.432,0.001
-72,-6.42,0.001
-71.568,-6.432,0.001
-70.494,-6.494,0.001
-70,-6.508,0.001
-69.478,-6.522,0.001
-68.571,-6.571,0.001
-68,-6.586,0.001
-67.304,-6.696,0.001
-66.797,-6.797,0.001
-66,-6.911,0.001
-65.006,-7.006,0.001
-64.993,-7.007,0.001
-64,-7.102,0.001
-63.288,-7.288,0.001
-62.473,-7.527,0.001
-62,-7.657,0.001
-61.759,-7.759,0.001
-61.142,-8,0.001
-60.277,-8.277,0.001
-60,-8.481,0.001
-59.206,-8.794,0.001
-58.92,-8.92,0.001
-58,-9.233,0.001
-57.532,-9.532,0.001
-56.876,-10,0.001
-56.302,-10.302,0.001
-56,-10.571,0.001
-55.124,-11.124,0.001
-54.512,-11.488,0.001
-54,-11.797,0.001
-53.87,-11.87,0.001
-53.73,-12,0.001
-52.605,-12.605,0.001
-52,-13.153,0.001
-51.497,-13.497,0.001
-50.961,-14,0.001
-50.328,-14.328,0.001
-50,-14.604,0.001
-49.158,-15.158,0.001
-48.121,-16,0.001
-48.044,-16.044,0.001
-48,-16.071,0.001
-47.715,-16.285,0.001
-46.879,-16.879,0.001
-46,-17.785,0.001
-45.867,-17.867,0.001
-45.779,-18,0.001
-44.788,-18.788,0.001
-44,-19.671,0.001
-43.802,-19.802,0.001
-43.68,-20,0.001
-42.84,-20.84,0.001
-42.095,-21.905,0.001
-42.025,-22,0.001
-42.014,-22.014,0.001
-42,-22.031,0.001
-41.041,-23.041,0.001
-40.482,-24,0.001
-40.308,-24.308,0.001
-40,-25.006,0.001
-39.588,-25.588,0.001
-39.428,-26,0.001
-38.822,-26.822,0.001
-38.55,-27.45,0.001
-38.266,-28,0.001
-38.19,-28.19,0.001
-38,-28.721,0.001
-37.498,-29.498,0.001
-37.293,-30,0.001
-36.682,-30.682,0.001
-36,-31.82,0.001
-35.903,-31.903,0.001
-35.853,-32,0.001
-34.978,-32.978,0.001
-34.926,-33.074,0.001
-34.357,-34,0.001
-34.214,-34.214,0.001
-34,-34.553,0.001
-33.271,-35.271,0.001
-32.754,-36,0.001
-32.377,-36.377,0.001
-32,-37.005,0.001
-31.525,-37.525,0.001
-31.274,-38,0.001
-30.6,-38.6,0.001
-30,-39.473,0.001
-29.704,-39.704,0.001
-29.544,-40,0.001
-28.822,-40.822,0.001
-28.366,-41.634,0.001
-28.137,-42,0.001
-28.092,-42.092,0.001
-28,-42.274,0.001
-27.206,-43.206,0.001
-26.68,-44,0.001
-26.389,-44.389,0.001
-26,-45.218,0.001
-25.637,-45.637,0.001
-25.405,-46,0.001
-24.913,-46.913,0.001
-24.768,-47.232,0.001
-24.398,-48,0.001
-24.25,-48.25,0.001
-24,-48.857,0.001
-23.575,-49.575,0.001
-23.354,-50,0.001
-23.197,-50.803,0.001
-23.137,-51.137,0.001
-22.961,-52,0.001
-22.863,-52.863,0.001
-22.818,-53.182,0.001
-22.721,-54,0.001
-22.658,-54.658,0.001
-22.537,-55.463,0.001
-22.481,-56,0.001
-22.537,-56.537,0.001
-22.658,-57.342,0.001
-22.721,-58,0.001
-22.841,-58.841,0.001
-22.881,-59.119,0.001
-23.006,-60,0.001
-23.227,-60.773,0.001
-23.472,-61.472,0.001
-23.639,-62,0.001
-23.759,-62.241,0.001
-24,-62.686,0.001
-24.438,-63.562,0.001
-24.73,-64,0.001
-25.212,-64.788,0.001
-26,-65.759,0.001
-26.088,-65.912,0.001
-26.209,-66,0.001
-27.057,-66.943,0.001
-28,-67.919,0.001
-28.032,-67.968,0.001
-28.081,-68,0.001
-29.147,-68.853,0.001
-30,-69.414,0.001
-30.282,-69.718,0.001
-30.795,-70,0.001
-31.538,-70.462,0.001
-32,-70.703,0.001
-32.992,-70.992,0.001
-33.005,-70.995,0.001
-34,-71.312,0.001
-34.398,-71.602,0.001
-35.514,-72,0.001
-35.861,-72.139,0.001
-36,-72.174,0.001
-36.226,-72.226,0.001
-37.497,-72.503,0.001
-38,-72.625,0.001
-38.688,-72.688,0.001
-39.268,-72.732,0.001
-40,-72.802,0.001
-40.888,-72.888,0.001
