phi,psi,number
-84.236,115.764,0.02
-84.3,116,0.02
-84.431,116.431,0.02
-84.704,117.296,0.02
-84.909,118,0.02
-85.205,118.795,0.02
-85.437,119.437,0.02
-85.643,120,0.02
-85.759,120.241,0.02
-86,120.873,0.02
-86.343,121.657,0.02
-86.458,122,0.02
-86.757,122.757,0.02
-86.9,123.1,0.02
-87.228,124,0.02
-87.46,124.54,0.02
-87.961,125.961,0.02
-87.976,126,0.02
-87.983,126.017,0.02
-88,126.079,0.02
-88.507,127.493,0.02
-88.64,128,0.02
-88.905,128.905,0.02
-88.952,129.048,0.02
-89.206,130,0.02
-89.376,130.624,0.02
-89.592,131.592,0.02
-89.695,132,0.02
-89.768,132.232,0.02
-90,133.166,0.02
-90.206,133.794,0.02
-90.263,134,0.02
-90.391,134.391,0.02
-90.721,135.279,0.02
-90.93,136,0.02
-91.255,136.745,0.02
-91.516,137.516,0.02
-91.701,138,0.02
-91.787,138.213,0.02
-92,138.869,0.02
-92.343,139.657,0.02
-92.462,140,0.02
-92.675,140.675,0.02
-92.851,141.149,0.02
-93.078,142,0.02
-93.274,142.726,0.02
-93.409,143.409,0.02
-93.551,144,0.02
-93.621,144.379,0.02
-93.844,145.844,0.02
-93.871,146,0.02
-93.884,146.116,0.02
-94,147.234,0.02
-94.101,147.899,0.02
-94.113,148,0.02
-94.123,148.123,0.02
-94.26,149.74,0.02
-94.28,150,0.02
-94.299,150.299,0.02
-94.377,151.623,0.02
-94.401,152,0.02
-94.416,152.416,0.02
-94.452,153.548,0.02
-94.468,154,0.02
-94.477,154.477,0.02
-94.495,155.505,0.02
-94.504,156,0.02
-94.494,156.494,0.02
-94.477,157.523,0.02
-94.467,158,0.02
-94.453,158.453,0.02
-94.422,159.578,0.02
-94.409,160,0.02
-94.396,160.396,0.02
-94.36,161.64,0.02
-94.348,162,0.02
-94.337,162.337,0.02
-94.286,163.714,0.02
-94.276,164,0.02
-94.265,164.265,0.02
-94.189,165.811,0.02
-94.181,166,0.02
-94.167,166.167,0.02
-94,167.604,0.02
-93.97,167.97,0.02
-93.967,168,0.02
-93.963,168.037,0.02
-93.786,169.786,0.02
-93.757,170,0.02
-93.681,170.319,0.02
-93.466,171.466,0.02
-93.321,172,0.02
-93.024,172.976,0.02
-93.014,173.014,0.02
-92.675,174,0.02
-92.504,174.504,0.02
-92,175.603,0.02
-91.901,175.901,0.02
-91.861,176,0.02
-91.741,176.259,0.02
-91.308,177.308,0.02
-90.917,178,0.02
-90.613,178.613,0.02
-90,179.526,0.02
-89.831,179.831,0.02
-89.713,180,0.02

