phi,psi,number
-114.537,9.463,0.02
-114.511,10,0.02
-114.459,10.459,0.02
-114.345,11.655,0.02
-114.308,12,0.02
-114.277,12.277,0.02
-114,13.968,0.02
-113.996,13.996,0.02
-113.996,14,0.02
-113.995,14.005,0.02
-113.766,15.766,0.02
-113.739,16,0.02
-113.725,16.275,0.02
-113.624,17.624,0.02
-113.606,18,0.02
-113.586,18.414,0.02
-113.531,19.531,0.02
-113.508,20,0.02
-113.476,20.524,0.02
-113.412,21.412,0.02
-113.377,22,0.02
-113.354,22.646,0.02
-113.308,23.308,0.02
-113.285,24,0.02
-113.252,24.748,0.02
-113.231,25.231,0.02
-113.196,26,0.02
-113.118,26.882,0.02
-113.103,27.103,0.02
-113.02,28,0.02
-112.953,28.953,0.02
-112.943,29.057,0.02
-112.874,30,0.02
-112.755,30.755,0.02
-112.576,31.424,0.02
-112.466,32,0.02
-112.422,32.422,0.02
-112.151,33.849,0.02
-112.132,34,0.02
-112.115,34.115,0.02
-112,34.48,0.02
-111.692,35.692,0.02
-111.62,36,0.02
-111.493,36.507,0.02
-111.37,37.37,0.02
-111.16,38,0.02
-110.844,38.844,0.02
-110.531,39.469,0.02
-110.292,40,0.02
-110.212,40.212,0.02
-110,40.649,0.02
-109.566,41.566,0.02
-109.189,42,0.02
-108.811,42.811,0.02
-108.307,43.693,0.02
-108.142,44,0.02
-108.09,44.09,0.02
-108,44.23,0.02
-107.292,45.292,0.02
-106.584,46,0.02
-106.299,46.299,0.02
-106,46.584,0.02
-105.086,47.086,0.02
-104.756,47.244,0.02
-104,47.622,0.02
-103.769,47.769,0.02
-103.168,48,0.02
-102.433,48.433,0.02
-102,48.531,0.02
-101.469,48.531,0.02
-100.531,48.531,0.02
-100,48.531,0.02
-99.533,48.467,0.02
-98.366,48.366,0.02
-98,48.32,0.02
-97.787,48.213,0.02
-97.36,48,0.02
