phi,psi,number
48.357,14,0.001
48.204,14.204,0.001
48,14.807,0.001
47.437,15.437,0.001
47.203,16,0.001
46.768,16.768,0.001
46.646,17.354,0.001
46.416,18,0.001
46.243,18.243,0.001
46,19.131,0.001
45.605,19.605,0.001
45.446,20,0.001
44.914,20.914,0.001
44.875,21.125,0.001
44.569,22,0.001
44.326,22.326,0.001
44,23.532,0.001
43.775,23.775,0.001
43.675,24,0.001
42.899,24.899,0.001
42.817,25.183,0.001
42.444,26,0.001
42.225,26.225,0.001
42,26.707,0.001
41.272,27.272,0.001
40.863,28,0.001
40.457,28.457,0.001
40,29.678,0.001
39.836,29.836,0.001
39.758,30,0.001
38.999,30.999,0.001
38.999,31.001,0.001
38.604,32,0.001
38.384,32.384,0.001
38,33.949,0.001
37.977,33.977,0.001
37.968,34,0.001
37.909,34.091,0.001
37.132,35.132,0.001
36.816,36,0.001
36.494,36.494,0.001
36.254,37.746,0.001
36.161,38,0.001
36.093,38.093,0.001
36,38.42,0.001
35.216,39.216,0.001
34.879,40,0.001
34.582,40.582,0.001
34.358,41.642,0.001
34.235,42,0.001
34.144,42.144,0.001
34,42.555,0.001
33.299,43.299,0.001
32.973,44,0.001
32.588,44.588,0.001
32.151,45.849,0.001
32.083,46,0.001
32.046,46.046,0.001
32,46.137,0.001
31.027,47.027,0.001
30.503,48,0.001
30.29,48.29,0.001
30,48.93,0.001
29.446,49.446,0.001
29.137,50,0.001
28.686,50.686,0.001
28.346,51.654,0.001
28.189,52,0.001
28.123,52.123,0.001
28,52.449,0.001
27.309,53.309,0.001
26.981,54,0.001
26.643,54.643,0.001
26.297,55.703,0.001
26.177,56,0.001
26.137,56.137,0.001
26,56.532,0.001
25.431,57.431,0.001
25.215,58,0.001
25.001,58.999,0.001
25,59,0.001
24.804,60,0.001
24.723,60.723,0.001
24.664,61.336,0.001
24.592,62,0.001
24.629,62.629,0.001
24.626,63.374,0.001
24.668,64,0.001
24.771,64.771,0.001
24.792,65.208,0.001
24.921,66,0.001
25.138,66.862,0.001
25.317,67.317,0.001
25.532,68,0.001
25.666,68.334,0.001
26,68.784,0.001
26.416,69.584,0.001
26.701,70,0.001
27.206,70.794,0.001
28,71.586,0.001
28.19,71.81,0.001
28.411,72,0.001
29.184,72.816,0.001
30,73.362,0.001
30.357,73.643,0.001
30.979,74,0.001
31.549,74.451,0.001
32,74.654,0.001
32.898,75.102,0.001
33.234,75.234,0.001
34,75.565,0.001
34.275,75.725,0.001
35.042,76,0.001
35.665,76.335,0.001
36,76.44,0.001
36.619,76.619,0.001
37.175,76.825,0.001
38,77.014,0.001
38.766,77.234,0.001
39.368,77.368,0.001
40,77.532,0.001
40.339,77.661,0.001
41.58,78,0.001
41.861,78.139,0.001
42,78.18,0.001
42.285,78.285,0.001
43.276,78.724,0.001
44,78.936,0.001
44.742,79.258,0.001
45.554,79.554,0.001
46,79.729,0.001
46.167,79.833,0.001
46.487,80,0.001
47.317,80.683,0.001
48,81.021,0.001
48.552,81.448,0.001
49.41,82,0.001
49.692,82.308,0.001
50,82.496,0.001
50.784,83.216,0.001
51.852,84,0.001
51.918,84.082,0.001
52,84.14,0.001
52.914,85.086,0.001
53.939,85.939,0.001
54,85.991,0.001
54.004,85.996,0.001
54.011,86,0.001
55,87,0.001
56,87.826,0.001
56.085,87.915,0.001
56.194,88,0.001
57.094,88.906,0.001
58,89.616,0.001
58.191,89.809,0.001
58.418,90,0.001
59.174,90.826,0.001
60,91.47,0.001
60.286,91.714,0.001
60.659,92,0.001
61.32,92.68,0.001
62,93.192,0.001
62.45,93.55,0.001
62.997,94,0.001
63.458,94.542,0.001
64,95.011,0.001
64.549,95.451,0.001
65.076,96,0.001
65.448,96.552,0.001
66,97.228,0.001
66.375,97.625,0.001
66.631,98,0.001
67.004,98.996,0.001
67.008,99.008,0.001
67.325,100,0.001
67.397,100.603,0.001
67.508,101.508,0.001
67.567,102,0.001
67.614,102.386,0.001
67.788,103.788,0.001
67.814,104,0.001
67.833,104.167,0.001
68,105.491,0.001
68.06,105.94,0.001
68.066,106,0.001
68.083,106.083,0.001
68.422,107.578,0.001
68.505,108,0.001
68.659,108.659,0.001
68.79,109.21,0.001
68.973,110,0.001
69.213,110.787,0.001
69.395,111.395,0.001
69.578,112,0.001
69.696,112.304,0.001
70,112.831,0.001
70.457,113.543,0.001
70.715,114,0.001
71.178,114.822,0.001
71.666,115.666,0.001
71.858,116,0.001
71.908,116.092,0.001
72,116.208,0.001
72.865,117.135,0.001
73.545,118,0.001
73.741,118.259,0.001
74,118.551,0.001
74.832,119.168,0.001
75.805,120,0.001
75.901,120.099,0.001
76,120.192,0.001
76.314,120.314,0.001
77.287,120.713,0.001
78,120.972,0.001
78.916,120.916,0.001
79.104,120.896,0.001
80,120.837,0.001
80.525,120.525,0.001
81.167,120,0.001

